RowNumber,Country,Region - Broad,Region - Specific,Data_Protection_Law,Data_Protection_Law_Source,DPA_Independence,DPA_Independence_Source,Children_Data_Safeguards,Children_Data_Safeguards_Source,COP_Strategy,COP_Strategy_Source,SOGI_Sensitive_Data,SOGI_Sensitive_Data_Source,LGBTQ_Legal_Status,LGBTQ_Legal_Status_Source,Promotion_Propaganda_Offences,Promotion_Propaganda_Offences_Source,AI_Policy_Status,AI_Policy_Status_Source,DPIA_Required_High_Risk_AI,DPIA_Required_High_Risk_AI_Source,SIM_Biometric_ID_Linkage,SIM_Biometric_ID_Linkage_Source,DP,DI,CD,CS,SD,LS,PO,AI,HR,ID,protection_index,Risk_index,region_norm,RowNumber.1,OLD_MAX,OLD_MIN,OLD_MAX - OLD_MIN,NEW_MAX,NEW_MIN,NEW_MAX-NEW_MIN
78,Iceland,Europe,Council of Europe,In force (GDPR + Act No. 90/2018),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (Persónuvernd),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (GDPR COP + national child safety initiatives),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/iceland/,Yes (EU Safer Internet Centre + national measures),https://www.unicef.org/iceland/,Yes (GDPR),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (since 2010),https://www.humandignitytrust.org/country-profile/iceland/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted (AI Strategy 2020; EU alignment),https://en.unesco.org/artificial-intelligence/observatory/policies?country=IS; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No (ID required; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,78,,,,,,
100,Liechtenstein,Europe,Council of Europe,In force (GDPR implemented),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (Data Protection Office),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (GDPR COP provisions),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/liechtenstein/,Yes (EU Safer Internet participation),https://www.unicef.org/liechtenstein/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (since 2011),https://www.humandignitytrust.org/country-profile/liechtenstein/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted (cooperation with Switzerland; EU/EFTA alignment),https://en.unesco.org/artificial-intelligence/observatory/policies?country=LI; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No (SIM requires ID; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,100,,,,,,
114,Monaco,Europe,Council of Europe,In force (GDPR-aligned),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (CCIN),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/monaco/,Yes,https://www.unicef.org/monaco/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (since 2019),https://www.humandignitytrust.org/country-profile/monaco/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted (Digital Strategy 2019),https://en.unesco.org/artificial-intelligence/observatory/policies?country=MC; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,114,,,,,,
116,Montenegro,Europe,Council of Europe,"In force (GDPR-aligned Law on Personal Data Protection, 2018)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong (Agency for PDP and Free Access to Information),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/montenegro/,Yes (Safer Internet initiatives),https://www.unicef.org/montenegro/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (partnerships recognised 2020; no marriage),https://www.humandignitytrust.org/country-profile/montenegro/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Draft/Early (aligned with EU AI Act; candidate reforms),https://en.unesco.org/artificial-intelligence/observatory/policies?country=ME; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,116,,,,,,
128,North Macedonia,Europe,Council of Europe,In force — GDPR-aligned (2020),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong — Agency for PDP,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/north-macedonia/,Yes — Safer Internet Centre,https://www.unicef.org/north-macedonia/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Legal — partnerships pending, no marriage",https://www.humandignitytrust.org/country-profile/north-macedonia/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Draft/Early — National AI Strategy 2021,https://en.unesco.org/artificial-intelligence/observatory/policies?country=MK; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,128,,,,,,
129,Norway,Europe,Council of Europe,In force — GDPR + national law,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong — Datatilsynet,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/norway/,Yes,https://www.unicef.org/norway/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage — full equality,https://www.humandignitytrust.org/country-profile/norway/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted — National AI Strategy (2020),https://en.unesco.org/artificial-intelligence/observatory/policies?country=NO; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,129,,,,,,
142,Republic of Moldova,Europe,Council of Europe,In force — Law 133/2011,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate — NCPDP under Parliament,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/republic-of-moldova/,Partial,https://www.unicef.org/republic-of-moldova/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal — no recognition,https://www.humandignitytrust.org/country-profile/republic-of-moldova/; https://ilga.org/ilga-world-maps/,Yes — propaganda bans,https://ilga.org/ilga-world-maps/,Draft/Early — Digital Moldova 2020,https://en.unesco.org/artificial-intelligence/observatory/policies?country=MD; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,142,,,,,,
150,San Marino,Europe,Council of Europe,In force — GDPR-aligned law,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/san-marino/,Yes — EU Safer Internet,https://www.unicef.org/san-marino/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Equality — civil unions (2016), marriage recognition (2019)",https://www.humandignitytrust.org/country-profile/san-marino/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Draft/Early — aligned with EU strategies,https://en.unesco.org/artificial-intelligence/observatory/policies?country=SM; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,150,,,,,,
154,Serbia,Europe,Council of Europe,"In force — Law on Personal Data Protection (2018, GDPR-aligned)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong — Commissioner for Information of Public Importance and PDP,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/serbia/,Yes — EU Safer Internet program,https://www.unicef.org/serbia/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Legal — partnerships pending, no marriage",https://www.humandignitytrust.org/country-profile/serbia/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted — AI Development Strategy 2020–2025,https://en.unesco.org/artificial-intelligence/observatory/policies?country=RS; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,154,,,,,,
170,Switzerland,Europe,Council of Europe,In force — Federal Data Protection Act (rev. 2023),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong — FDPIC,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/switzerland/,Yes,https://www.unicef.org/switzerland/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage — marriage equality since 2022,https://www.humandignitytrust.org/country-profile/switzerland/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted — Swiss Digital Strategy with AI focus (2020),https://en.unesco.org/artificial-intelligence/observatory/policies?country=CH; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,170,,,,,,
180,Türkiye,Europe,Council of Europe,In force — Law No. 6698 on the Protection of Personal Data (2016),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate — KVKK under Parliament,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/turkiye/,Partial,https://www.unicef.org/turkiye/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Legal — no criminalisation, but no recognition",https://www.humandignitytrust.org/country-profile/turkiye/; https://ilga.org/ilga-world-maps/,Yes — bans on LGBTQ “propaganda” events,https://ilga.org/ilga-world-maps/,Adopted — National AI Strategy 2021–2025,https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes — SIMs linked to ID,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,180,,,,,,
184,Ukraine,Europe,Council of Europe,In force — Law on Personal Data Protection 2010 (GDPR harmonisation ongoing),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate — Ombudsman’s Office,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/ukraine/,Partial — Safer Internet programs,https://www.unicef.org/ukraine/,No explicit recognition,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Legal — no criminalisation, civil union bill pending",https://www.humandignitytrust.org/country-profile/ukraine/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted — AI Development Concept 2020–2030,https://en.unesco.org/artificial-intelligence/observatory/policies?country=UA; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,184,,,,,,
11,Austria,Europe,EU,In force (DSG 2000; GDPR-based),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (DSB),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (child consent + EU COP initiatives),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/austria/,Partial (child protection integrated in digital strategy),https://www.unicef.org/austria/,Yes (GDPR scope),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (2019 Constitutional Court ruling),https://www.humandignitytrust.org/country-profile/austria/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Adopted (Austrian AI Strategy 2021; aligned with EU AI Act developments),https://en.unesco.org/artificial-intelligence/observatory/policies?country=AT; https://www.unesco.org/ethics-ai/en/global-hub,Yes (GDPR Art. 35 DPIA),https://gdpr-info.eu/art-35-gdpr/,"No (ID required, no biometrics)",https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,11,,,,,,
18,Belgium,Europe,EU,In force (GDPR; Belgian Data Protection Act 2018),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (APD/GBA),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (GDPR + COP initiatives with EU/UNICEF),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/belgium/,Partial (national COP actions under EU programs),https://www.unicef.org/belgium/,Yes (GDPR scope),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (legal since 2003),https://www.humandignitytrust.org/country-profile/belgium/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Adopted (AI4Belgium Strategy 2019; EU AI Act alignment),https://en.unesco.org/artificial-intelligence/observatory/policies?country=BE; https://www.unesco.org/ethics-ai/en/global-hub,Yes (GDPR Art. 35 DPIA),https://gdpr-info.eu/art-35-gdpr/,No (ID required; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,18,,,,,,
27,Bulgaria,Europe,EU,"In force (GDPR + Bulgarian PDPA 2002, amended 2018)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (CPDP),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (GDPR Art. 8 consent age 14; EU COP initiatives),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/bulgaria/,Partial (EU/UNICEF COP projects; no national strategy),https://www.unicef.org/bulgaria/,Yes (GDPR scope),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Legal (no criminalisation; no marriage equality, civil unions not recognised)",https://www.humandignitytrust.org/country-profile/bulgaria/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Adopted (National AI Development Concept 2020; EU AI Act alignment),https://en.unesco.org/artificial-intelligence/observatory/policies?country=BG; https://www.unesco.org/ethics-ai/en/global-hub,Yes (GDPR Art. 35 DPIA),https://gdpr-info.eu/art-35-gdpr/,No (ID required; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,27,,,,,,
42,Croatia,Europe,EU,In force (GDPR; Croatian Act on Implementation of GDPR 2018),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (Croatian Personal Data Protection Agency - AZOP),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (EU COP frameworks; national Safer Internet Centre),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/croatia/,"Yes (Safer Internet Centre, EU/UNICEF COP initiatives)",https://www.unicef.org/croatia/,Yes (GDPR scope),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (registered partnerships since 2014; marriage not open),https://www.humandignitytrust.org/country-profile/croatia/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Adopted (National AI Strategy 2021–2025; aligned with EU AI Act),https://en.unesco.org/artificial-intelligence/observatory/policies?country=HR; https://www.unesco.org/ethics-ai/en/global-hub,Yes (GDPR Art. 35 DPIA requirement),https://gdpr-info.eu/art-35-gdpr/,"No (ID required, no biometrics)",https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,42,,,,,,
44,Cyprus,Europe,EU,In force (GDPR; Cyprus Law 125(I)/2018 on Implementation),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (Office of the Commissioner for Personal Data Protection),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (COP initiatives via national Safer Internet Centre),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/cyprus/,Yes (EU/UNICEF COP programs),https://www.unicef.org/cyprus/,Yes (GDPR scope),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (same-sex civil unions since 2015; marriage not open),https://www.humandignitytrust.org/country-profile/cyprus/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Adopted (National AI Strategy 2020; aligned with EU AI Act),https://en.unesco.org/artificial-intelligence/observatory/policies?country=CY; https://www.unesco.org/ethics-ai/en/global-hub,Yes (GDPR Art. 35 DPIA requirement),https://gdpr-info.eu/art-35-gdpr/,"No (ID required, no biometrics)",https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,44,,,,,,
45,Czechia,Europe,EU,In force (GDPR; Act No. 110/2019 on Personal Data Processing),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (Office for Personal Data Protection - UOOU),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Yes (COP protections, Safer Internet Centre, GDPR-based)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/czechia/,Yes (EU Safer Internet Centre + UNICEF),https://www.unicef.org/czechia/,Yes (GDPR scope),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (registered partnerships; marriage not open),https://www.humandignitytrust.org/country-profile/czechia/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Adopted (National AI Strategy 2019; aligned with EU AI Act),https://en.unesco.org/artificial-intelligence/observatory/policies?country=CZ; https://www.unesco.org/ethics-ai/en/global-hub,Yes (GDPR Art. 35 DPIA requirement),https://gdpr-info.eu/art-35-gdpr/,"No (ID required, no biometrics)",https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,45,,,,,,
49,Denmark,Europe,EU,In force (GDPR; Data Protection Act 2018),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (GDPR COP + national programmes),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/denmark/,Yes (EU Safer Internet + national initiatives),https://www.unicef.org/denmark/,Yes (GDPR),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage,https://www.humandignitytrust.org/country-profile/denmark/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Adopted (National AI Strategy 2019; EU AI Act alignment),https://en.unesco.org/artificial-intelligence/observatory/policies?country=DK; https://www.unesco.org/ethics-ai/en/global-hub,Yes (GDPR Art. 35),https://gdpr-info.eu/art-35-gdpr/,"No (ID required, no biometrics)",https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,49,,,,,,
58,Estonia,Europe,EU,In force (GDPR + Estonia Data Protection Act),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (Data Protection Inspectorate),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (GDPR COP rules + national programmes),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/estonia/,Yes (EU Safer Internet + national initiatives),https://www.unicef.org/estonia/,Yes (covered under GDPR),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (effective 2024),https://www.humandignitytrust.org/country-profile/estonia/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,"Adopted (AI Strategy 'Kratts', aligned with EU AI Act)",https://en.unesco.org/artificial-intelligence/observatory/policies?country=EE; https://www.unesco.org/ethics-ai/en/global-hub,Yes (GDPR Art. 35),https://gdpr-info.eu/art-35-gdpr/,No (SIM registration required; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,58,,,,,,
62,Finland,Europe,EU,In force (GDPR + Finnish Data Protection Act),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (Office of Data Protection Ombudsman),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (GDPR + Safer Internet Centre),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/finland/,Yes (national COP programmes + EU initiatives),https://www.unicef.org/finland/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage,https://www.humandignitytrust.org/country-profile/finland/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,"Adopted (AuroraAI Strategy, 2017+)",https://en.unesco.org/artificial-intelligence/observatory/policies?country=FI; https://www.unesco.org/ethics-ai/en/global-hub,Yes (GDPR Art. 35),https://gdpr-info.eu/art-35-gdpr/,No (ID required; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,62,,,,,,
63,France,Europe,EU,"In force (GDPR + Loi Informatique et Libertés, amended 2018)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (CNIL),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (GDPR + national COP protections),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/france/,Yes (national COP strategy + EU Safer Internet Centre),https://www.unicef.org/france/,Yes (GDPR),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (since 2013),https://www.humandignitytrust.org/country-profile/france/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,"Adopted (France IA 2018, updated 2021; EU AI Act alignment)",https://en.unesco.org/artificial-intelligence/observatory/policies?country=FR; https://www.unesco.org/ethics-ai/en/global-hub,Yes (GDPR Art. 35),https://gdpr-info.eu/art-35-gdpr/,"No (ID required, no biometrics)",https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,63,,,,,,
67,Germany,Europe,EU,"In force (GDPR + Bundesdatenschutzgesetz, BDSG)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (Federal Commissioner BfDI + state DPAs),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (GDPR + national child digital rights frameworks),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/germany/,Yes (national COP initiatives + EU Safer Internet Centre),https://www.unicef.org/germany/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (since 2017),https://www.humandignitytrust.org/country-profile/germany/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,"Adopted (National AI Strategy 2018, updated 2020; EU AI Act alignment)",https://en.unesco.org/artificial-intelligence/observatory/policies?country=DE; https://www.unesco.org/ethics-ai/en/global-hub,Yes (GDPR Art. 35),https://gdpr-info.eu/art-35-gdpr/,"No (ID required, no biometrics)",https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,67,,,,,,
69,Greece,Europe,EU,In force (GDPR + Law 4624/2019),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (Hellenic Data Protection Authority),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (GDPR COP + national protections),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/greece/,Yes (EU Safer Internet Centre + national COP initiatives),https://www.unicef.org/greece/,Yes (GDPR),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (civil unions 2015; marriage equality 2024),https://www.humandignitytrust.org/country-profile/greece/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,"Adopted (National AI Strategy, 2021; EU AI Act alignment)",https://en.unesco.org/artificial-intelligence/observatory/policies?country=GR; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,"No (SIM requires ID, no biometrics)",https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,69,,,,,,
